houseid,ntrip,hhsize,num0to4,num5to21,numadult,numwork,numdrive,income,numcars
1642,7,2,0,0,2,2,2,37500,2
1643,7,2,0,0,2,2,2,37500,2
1664,11,2,0,0,2,0,2,43371,2
1686,2,2,0,0,2,2,2,57500,2
1688,3,1,0,0,1,0,1,22500,1
1691,0,1,0,0,1,0,1,43371,1
1716,1,1,0,0,1,1,1,43371,1
1732,4,4,0,0,4,2,4,43371,3
1738,4,4,0,0,4,3,3,77500,4
1754,14,3,0,1,2,2,2,52500,2
1763,6,4,0,2,2,2,2,57500,3
1764,0,2,0,0,2,0,2,43371,1
1765,4,2,0,0,2,0,2,43371,2
1768,29,6,0,2,4,2,3,100000,4
1773,0,5,2,1,2,1,2,47500,2
1777,2,1,0,0,1,1,1,32500,2
1803,9,3,0,1,2,1,2,43371,2
1804,4,3,1,0,2,1,2,43371,2
1814,5,2,0,0,2,2,1,2500,1
1819,15,4,0,0,4,2,4,47500,4
1820,10,5,1,1,3,4,4,43371,3
1840,6,1,0,0,1,1,1,57500,1
1854,13,2,0,0,2,2,2,37500,2
1870,6,2,0,0,2,2,2,43371,2
1884,6,3,0,1,2,2,3,52500,3
1894,22,3,0,1,2,2,2,100000,2
1896,27,4,0,2,2,2,3,100000,2
1906,6,2,0,0,2,2,2,52500,2
1918,2,2,0,0,2,2,2,100000,2
1921,2,2,0,0,2,0,2,43371,2
1928,2,3,0,1,2,1,2,43371,1
1931,3,1,0,0,1,1,1,43371,1
1940,9,5,0,0,5,0,4,43371,1
1972,2,2,0,0,2,0,2,43371,2
1986,5,1,0,0,1,1,1,52500,1
1989,9,3,1,0,2,1,1,22500,2
1992,26,4,0,2,2,1,2,42500,3
1994,4,3,0,0,3,1,2,42500,3
2048,18,3,0,1,2,1,2,43371,2
2050,8,3,0,1,2,2,2,47500,2
2057,21,2,0,0,2,2,2,32500,2
2107,4,2,0,0,2,1,1,43371,2
2116,0,2,0,0,2,0,0,22500,0
2120,6,2,0,0,2,1,2,2500,2
2122,6,2,0,1,1,0,1,43371,1
2123,7,6,3,1,2,1,2,42500,2
2125,2,4,2,0,2,1,2,43371,1
2126,0,1,0,0,1,0,0,2500,0
2145,4,2,0,0,2,1,1,27500,5
2147,0,1,0,0,1,0,1,27500,1
2157,18,3,0,1,2,2,2,47500,2
2160,12,4,0,2,2,2,2,22500,2
2161,2,1,0,0,1,0,1,43371,1
2200,4,1,0,0,1,1,1,17500,1
2208,0,2,0,0,2,0,1,43371,1
2215,7,1,0,0,1,1,1,17500,1
2226,7,3,0,1,2,1,1,43371,4
2245,6,2,0,0,2,1,1,47500,3
2248,4,2,0,0,2,2,2,62500,2
2272,4,2,0,0,2,1,2,43371,2
2279,20,5,2,1,2,2,2,100000,2
2290,2,2,0,0,2,1,0,2500,0
2322,4,3,1,0,2,2,2,52500,1
2323,10,4,0,3,1,3,3,43371,3
2336,12,4,0,1,3,2,2,43371,2
2344,0,1,0,0,1,1,1,43371,1
2346,8,5,0,4,1,1,1,22500,1
2351,3,3,0,0,3,3,3,100000,3
2352,2,2,0,0,2,1,2,17500,2
2355,6,2,0,0,2,1,2,22500,2
2365,12,4,0,3,1,1,1,17500,1
2370,8,3,0,0,3,2,2,57500,1
2380,14,4,0,2,2,1,3,100000,3
2384,5,2,0,0,2,1,2,43371,2
2389,20,4,0,2,2,2,2,62500,2
2398,10,3,0,0,3,1,2,43371,1
2435,6,2,0,0,2,0,2,27500,2
2444,4,2,0,0,2,2,2,27500,2
2510,4,1,0,0,1,0,1,43371,1
2521,5,3,0,0,3,2,2,43371,3
2527,0,2,0,0,2,1,1,43371,2
2528,4,3,0,0,3,0,3,43371,3
2532,0,1,0,0,1,0,0,43371,0
2537,2,3,0,1,2,1,1,22500,2
2552,2,4,1,1,2,1,2,32500,2
2572,4,1,0,0,1,1,1,27500,1
2582,13,3,0,1,2,2,3,47500,4
2591,14,3,0,0,3,3,3,43371,3
2593,5,1,0,0,1,0,1,43371,1
2598,2,1,0,0,1,1,1,12500,2
2604,8,4,1,1,2,1,2,43371,2
2633,5,2,0,0,2,2,2,17500,2
2637,10,4,0,0,4,4,4,100000,4
2679,4,2,0,0,2,0,2,32500,2
2682,11,3,0,1,2,3,3,100000,3
2690,8,2,0,0,2,2,2,43371,2
2717,8,2,0,0,2,2,2,100000,2
2761,4,2,0,0,2,1,1,7500,1
2767,8,2,0,0,2,2,2,32500,3
2783,14,3,0,1,2,2,2,57500,3
2785,11,3,0,2,1,1,2,37500,3
2819,7,2,0,1,1,1,1,12500,1
2845,8,2,0,0,2,0,2,12500,2
2853,2,2,0,0,2,2,2,100000,3
2868,0,2,0,0,2,0,1,31005,2
2891,6,4,0,2,2,3,3,31005,2
2893,5,2,0,0,2,2,2,12500,2
2913,0,1,0,0,1,0,1,2500,1
2928,13,4,0,2,2,2,2,37500,2
2955,2,2,0,0,2,1,2,27500,2
2963,0,1,0,0,1,0,1,31005,1
2967,0,2,0,0,2,1,1,12500,1
2979,2,4,2,0,2,1,2,32500,2
2981,6,4,1,1,2,2,2,27500,2
2986,0,1,0,0,1,0,1,31005,3
2991,8,4,0,2,2,2,2,32500,3
2993,19,2,0,0,2,2,2,42500,2
2996,11,3,0,1,2,1,2,17500,2
2999,0,1,0,0,1,0,0,7500,0
3024,13,4,0,2,2,3,3,32500,2
3050,0,4,2,0,2,1,2,32500,1
3062,0,1,0,0,1,0,1,7500,2
3064,5,1,0,0,1,0,1,7500,1
3078,4,2,0,0,2,1,2,47500,2
3084,6,1,0,0,1,1,1,27500,1
3111,2,2,0,0,2,0,2,39593,2
3116,6,2,0,0,2,1,1,39593,2
3133,6,1,0,0,1,1,1,17500,1
3134,8,4,0,2,2,3,4,37500,3
3171,2,1,0,0,1,0,1,32500,2
3210,12,7,0,4,3,1,2,39593,1
3211,5,4,2,0,2,2,2,39593,2
3215,4,1,0,0,1,0,1,17500,1
3219,3,1,0,0,1,1,1,17500,1
3248,4,1,0,0,1,1,0,22500,0
3252,3,1,0,0,1,0,1,39593,1
3258,4,2,0,0,2,2,2,39593,4
3285,18,5,0,2,3,2,2,62500,4
3288,12,5,1,2,2,1,2,22500,2
3301,2,2,0,0,2,2,2,39593,2
3320,8,2,0,0,2,1,1,39593,2
3332,4,1,0,0,1,1,1,32500,1
3364,4,2,0,0,2,2,1,17500,1
3366,9,2,0,0,2,2,2,42500,2
3380,6,4,1,1,2,2,2,17500,2
3383,0,2,0,0,2,0,1,43371,2
3392,8,1,0,0,1,1,1,42500,1
3412,4,1,0,0,1,1,1,17500,1
3422,4,1,0,0,1,1,1,7500,1
3444,6,2,0,0,2,1,1,43371,2
3477,0,2,0,0,2,0,1,2500,2
3481,9,2,0,0,2,1,1,43371,2
3504,0,2,0,0,2,0,2,17500,4
3507,2,2,0,0,2,1,2,35789,1
3527,4,1,0,0,1,1,1,12500,1
3552,5,1,0,0,1,1,1,7500,1
3565,0,1,0,0,1,1,1,7500,1
3569,7,1,0,0,1,0,1,7500,1
3576,3,1,0,0,1,0,1,17500,2
3578,2,2,0,0,2,1,2,37500,1
3581,2,1,0,0,1,1,1,17500,3
3597,0,1,0,0,1,0,1,7500,1
3598,2,1,0,0,1,1,1,22500,1
3626,4,4,0,2,2,1,1,100000,2
3685,8,4,0,2,2,1,2,39593,2
3690,2,5,2,0,3,1,2,57500,2
3699,7,2,0,0,2,0,2,27500,1
3701,4,1,0,0,1,1,1,17500,0
3704,16,4,0,1,3,1,3,39593,3
3707,4,2,0,0,2,2,2,39593,3
3736,13,3,1,0,2,1,2,37500,3
3737,12,5,0,3,2,1,2,47500,3
3752,18,2,0,0,2,0,1,27500,2
3755,5,2,0,0,2,1,1,27500,0
3768,0,1,0,0,1,0,0,40565,0
3776,6,5,1,3,1,1,0,7500,0
3784,0,1,0,0,1,0,0,7500,0
3831,7,5,0,3,2,2,1,37500,2
3854,3,2,0,0,2,1,0,22500,0
3861,1,2,0,0,2,0,0,7500,0
3862,9,2,0,0,2,2,2,27500,1
3876,3,1,0,0,1,1,1,100000,1
3881,4,4,0,2,2,1,1,67500,1
3882,2,2,1,0,1,1,0,17500,0
3895,0,1,0,0,1,1,1,40565,0
3941,5,2,0,0,2,2,2,67500,0
3947,0,1,0,0,1,1,0,22500,0
3965,8,1,0,0,1,0,1,62500,0
3966,6,2,0,0,2,1,1,37500,0
3972,4,5,1,1,3,2,0,40565,0
3973,4,2,0,1,1,1,1,72500,0
3976,0,1,0,0,1,0,1,7500,0
3977,4,3,1,0,2,2,2,37500,1
3983,0,5,0,3,2,1,1,40565,0
3986,2,2,0,0,2,2,1,40565,0
3997,2,6,1,2,3,1,3,40565,2
4010,12,2,0,0,2,2,2,100000,1
4011,0,1,0,0,1,0,0,2500,0
4012,4,2,0,0,2,0,0,7500,0
4015,6,2,0,0,2,2,2,57500,0
4019,4,3,0,1,2,0,0,7500,0
4037,4,1,0,0,1,0,1,7500,1
4064,0,1,0,0,1,1,0,7500,0
4086,7,4,0,0,4,4,3,42500,3
4088,20,4,0,3,1,0,1,2500,1
4116,3,1,0,0,1,1,1,22500,1
4137,12,6,1,4,1,0,1,17500,1
4155,19,5,1,2,2,1,2,62500,2
4176,2,1,0,0,1,1,1,100000,1
4196,5,2,0,0,2,1,1,39593,2
4211,4,4,1,1,2,2,0,12500,1
4227,2,2,0,0,2,1,2,12500,2
4239,9,4,2,0,2,1,2,37500,2
4247,4,2,0,0,2,2,2,39593,4
4248,10,3,0,1,2,1,3,57500,3
4256,5,1,0,0,1,1,1,7500,1
4271,4,6,1,2,3,1,2,52500,2
4274,7,6,2,1,3,2,2,12500,1
4282,2,1,0,0,1,0,1,17500,1
4299,0,1,0,0,1,0,0,12500,0
4301,6,2,0,0,2,1,2,2500,2
4327,8,4,1,1,2,2,2,57500,2
4339,0,3,1,0,2,2,2,39593,2
4361,4,2,0,0,2,2,2,39593,1
4363,0,1,0,0,1,1,1,42500,1
4393,8,2,0,1,1,1,1,17500,2
4442,2,2,0,0,2,0,2,32100,2
4467,10,2,0,0,2,1,2,37500,3
4468,21,4,1,2,1,1,1,12500,1
4488,15,4,0,2,2,1,2,37500,3
4498,0,1,0,0,1,1,1,12500,1
4501,0,1,0,0,1,0,1,62500,1
4510,4,2,0,0,2,2,2,67500,3
4513,2,1,0,0,1,1,1,17500,1
4521,0,1,0,0,1,0,1,37500,1
4557,2,2,1,0,1,1,1,32100,0
4558,4,1,0,0,1,0,1,12500,1
4586,0,1,0,0,1,0,1,7500,1
4593,6,2,0,0,2,0,2,12500,3
4594,0,3,0,0,3,2,2,32100,2
4600,7,2,0,0,2,2,2,32500,2
4607,15,4,0,3,1,0,0,2500,0
4609,7,6,0,3,3,3,3,32500,3
4610,7,3,0,0,3,2,1,40565,0
4640,12,3,0,0,3,1,2,40565,1
4646,2,1,0,0,1,0,1,12500,1
4649,4,3,1,0,2,1,2,32500,2
4663,2,2,0,0,2,1,1,37500,2
4679,4,1,0,0,1,0,0,7500,0
4701,17,4,0,2,2,1,2,32500,1
4705,6,2,0,0,2,1,2,17500,1
4708,13,3,0,0,3,2,3,32500,3
4716,4,2,0,0,2,0,2,17500,1
4724,24,4,0,1,3,2,0,27500,0
4739,2,1,0,0,1,0,1,7500,0
4753,24,5,0,2,3,2,2,100000,3
4760,4,2,0,0,2,1,2,67500,2
4777,12,2,0,0,2,2,2,42500,2
4779,2,1,0,0,1,1,1,40565,1
4780,6,3,0,1,2,2,2,40565,2
4830,4,3,0,1,2,2,2,100000,3
4831,13,2,0,0,2,2,1,17500,0
4832,4,3,0,0,3,3,3,62500,1
4834,4,3,0,0,3,2,2,40565,3
4851,8,4,0,2,2,0,0,7500,0
4855,2,3,0,0,3,0,0,40565,1
4861,13,6,1,3,2,1,2,27500,2
4870,4,4,0,2,2,0,1,57500,2
4871,4,2,0,0,2,2,2,27500,2
4875,6,2,0,0,2,2,2,47500,2
4877,10,2,0,0,2,2,2,40565,2
4939,10,1,0,0,1,1,1,67500,1
4940,6,1,0,0,1,1,1,12500,1
4950,5,3,0,0,3,2,3,35571,2
4954,3,4,0,2,2,1,1,35571,2
4956,2,1,0,0,1,0,1,7500,1
4964,2,2,0,0,2,1,2,35571,3
4993,10,3,1,0,2,2,2,27500,1
5022,3,1,0,0,1,0,1,7500,1
5034,3,1,0,0,1,0,1,2500,0
5042,2,3,0,0,3,1,0,2500,0
5048,4,2,0,0,2,0,1,12500,1
5052,25,3,0,1,2,2,2,52500,3
5054,17,4,0,2,2,2,2,100000,2
5089,14,4,0,2,2,2,2,37500,2
5094,8,4,0,2,2,3,3,35571,4
5095,10,3,0,0,3,1,3,67500,3
5104,32,4,0,2,2,1,1,42500,2
5105,3,3,1,0,2,2,2,35571,1
5109,5,3,0,1,2,1,1,35571,2
5125,10,1,0,0,1,1,1,2500,0
5140,0,2,0,0,2,0,1,12500,1
5154,5,6,0,4,2,0,1,7500,1
5156,6,3,0,0,3,1,2,17500,2
5161,4,2,0,0,2,0,2,37500,2
5186,31,6,0,2,4,3,5,100000,5
5189,6,3,0,1,2,2,2,27500,3
5197,17,2,0,0,2,1,2,100000,2
5222,4,1,0,0,1,0,1,7500,1
5229,5,3,0,0,3,2,2,22500,2
5236,9,5,0,3,2,2,2,35571,1
5246,4,1,0,0,1,0,1,7500,1
5252,6,2,0,0,2,1,1,35571,1
5266,13,4,0,0,4,0,3,42500,2
5273,0,1,0,0,1,0,0,22500,0
5284,5,2,0,0,2,2,2,47500,2
5285,4,4,2,0,2,1,2,32500,2
5292,8,4,1,1,2,2,2,52500,2
5293,11,3,1,0,2,2,2,27500,2
5303,14,3,0,0,3,2,3,62500,4
5309,10,2,0,0,2,1,2,17500,1
5312,9,5,0,2,3,3,5,35571,5
5314,15,6,0,4,2,2,2,47500,4
5315,10,10,1,7,2,1,5,37500,6
5343,0,1,0,0,1,0,0,12500,0
5346,0,2,0,0,2,0,2,37500,1
5358,6,2,0,0,2,1,1,27500,1
5360,2,1,0,0,1,0,0,32665,0
5367,12,3,0,0,3,2,3,7500,4
5385,6,2,0,0,2,0,2,17500,1
5388,6,4,0,1,3,2,3,37500,3
5389,9,2,0,0,2,0,1,17500,1
5391,11,4,1,1,2,2,2,52500,2
5404,4,4,2,0,2,1,2,32500,3
5407,11,2,0,0,2,1,2,52500,2
5451,5,2,0,0,2,2,2,22500,2
5458,13,4,1,1,2,1,2,35571,1
5473,11,2,0,0,2,2,2,47500,4
5483,4,2,0,0,2,2,2,37500,2
5515,14,3,0,1,2,1,2,27500,2
5516,5,4,0,2,2,1,1,37500,2
5537,8,2,0,1,1,1,1,22500,1
5538,8,2,0,0,2,1,2,7500,1
5539,4,4,0,0,4,0,2,37500,2
5541,8,6,0,3,3,1,2,52500,1
5544,3,2,0,0,2,1,1,36153,2
5547,10,5,0,0,5,2,4,67500,4
5553,0,1,0,0,1,0,0,17500,0
5554,7,2,0,0,2,2,2,22500,2
5564,2,1,0,0,1,0,0,27500,0
5566,15,3,0,2,1,1,1,36153,1
5567,4,2,0,0,2,1,1,100000,4
5568,10,3,0,0,3,1,3,62500,3
5571,8,4,0,2,2,2,3,57500,2
5584,0,2,0,0,2,0,0,36153,1
5597,2,2,0,0,2,1,1,17500,1
5613,0,1,0,0,1,0,1,36153,1
5621,8,3,1,0,2,2,2,67500,2
5636,10,2,0,0,2,2,2,37500,2
5680,3,3,0,0,3,1,1,36153,1
5706,0,1,0,0,1,0,1,36153,1
5715,9,2,0,0,2,2,2,52500,2
5748,8,4,1,1,2,1,2,62500,2
5769,2,1,0,0,1,0,1,22500,1
5775,4,1,0,0,1,0,1,36153,1
5810,6,3,1,0,2,2,2,72500,2
5822,7,5,0,3,2,5,5,100000,3
5825,5,2,0,0,2,0,2,100000,2
5847,0,1,0,0,1,1,1,37500,3
5849,10,3,0,0,3,3,3,32500,3
5862,7,2,0,0,2,0,2,27500,2
5867,8,4,0,1,3,4,4,67500,5
5893,2,2,0,0,2,1,2,37500,3
5916,6,4,0,2,2,1,1,32500,2
5920,2,2,0,1,1,2,2,27500,2
5924,2,2,0,0,2,1,1,35789,2
5928,12,3,1,1,1,1,1,100000,1
5931,10,2,0,0,2,1,2,57500,1
5934,24,4,0,2,2,2,2,42500,2
5939,9,2,0,0,2,0,2,27500,1
5940,0,1,0,0,1,1,1,35789,1
5950,4,2,0,0,2,1,2,37500,1
5958,20,3,0,2,1,1,1,47500,2
5964,7,1,0,0,1,1,1,22500,1
5973,24,4,0,2,2,2,2,47500,2
5976,0,2,0,0,2,0,1,37500,1
5977,8,2,0,0,2,0,2,35789,3
5983,5,5,2,1,2,1,1,12500,2
5985,6,2,0,0,2,2,2,77500,2
6036,14,3,0,1,2,2,2,52500,2
6058,7,3,0,1,2,2,2,27500,2
6065,4,2,0,0,2,2,2,67500,3
6091,14,2,0,1,1,0,1,12500,2
6100,0,2,0,0,2,1,2,35789,2
6106,6,2,0,0,2,2,2,42500,2
6110,7,2,0,0,2,2,2,42500,3
6119,2,4,1,1,2,1,1,7500,1
6121,3,1,0,0,1,1,1,22500,2
6127,24,6,1,3,2,1,2,100000,2
6154,14,5,0,1,4,0,1,36153,2
6159,6,4,1,1,2,2,3,36153,1
6191,6,2,0,0,2,2,2,37500,2
6196,0,1,0,0,1,0,1,36153,2
6204,4,2,0,0,2,1,2,36153,3
6205,3,2,0,0,2,2,2,52500,2
6216,4,1,0,0,1,1,1,17500,1
6221,13,3,0,1,2,2,3,32500,3
6222,6,2,0,0,2,1,2,12500,2
6235,4,2,0,0,2,2,2,7500,1
6236,0,2,0,0,2,1,2,36153,1
6239,0,1,0,0,1,1,1,17500,1
6266,4,2,0,0,2,1,1,37500,1
6275,4,2,0,0,2,0,1,100000,1
6276,5,1,0,0,1,1,1,32500,1
6279,18,3,0,1,2,1,2,100000,2
6296,24,5,0,3,2,2,2,36153,2
6325,9,2,0,0,2,0,2,27500,3
6329,8,5,1,0,4,3,4,22500,1
6345,8,5,1,2,2,0,2,36153,2
6355,9,5,1,2,2,2,2,22500,1
6375,4,1,0,0,1,1,1,7500,0
6384,4,2,0,0,2,1,1,36153,2
6388,4,4,1,0,3,1,2,36153,2
6389,2,4,0,1,3,1,1,32500,3
6407,6,3,0,0,3,0,1,37500,0
6419,14,6,1,2,3,2,2,100000,2
6426,3,3,0,0,3,1,1,36153,2
6439,9,4,0,2,2,2,3,42500,4
6459,5,1,0,0,1,1,1,22500,1
6460,2,1,0,0,1,1,1,22500,2
6465,20,5,1,2,2,1,2,27500,3
6472,30,4,0,2,2,1,2,67500,2
6475,9,4,0,3,1,2,3,22500,2
6482,8,3,1,0,2,2,2,27500,2
6502,2,2,0,0,2,1,1,42500,2
6503,20,4,1,1,2,2,2,42500,2
6530,6,5,2,1,2,1,2,35571,2
6536,3,1,0,0,1,0,1,35571,1
6540,10,4,0,2,2,1,2,35571,2
6547,6,2,0,0,2,0,2,35571,2
6553,6,2,0,0,2,2,2,42500,2
6562,9,3,0,1,2,2,2,37500,1
6572,4,5,0,0,5,0,1,7500,0
6606,8,1,0,0,1,0,1,22500,0
6657,0,3,0,0,3,1,1,17500,1
6664,8,5,1,3,1,1,2,100000,3
6691,4,2,0,0,2,1,2,22500,2
6699,22,5,0,2,3,3,2,27500,3
6716,2,2,1,0,1,1,1,7500,0
6719,7,2,0,0,2,1,2,22500,2
6750,11,3,0,1,2,2,2,47500,3
6751,0,1,0,0,1,0,0,7500,0
6753,7,2,0,1,1,2,2,35571,2
6764,2,1,0,0,1,1,1,22500,1
6774,4,2,0,0,2,2,2,57500,2
6797,0,2,0,0,2,0,2,35571,2
6815,9,5,1,2,2,1,2,32500,2
6827,20,4,0,2,2,2,2,42500,2
6828,19,4,1,1,2,1,2,100000,2
6848,11,5,2,1,2,2,2,67500,2
6852,14,4,0,0,4,4,4,27500,4
6853,5,2,0,0,2,0,1,17500,1
6872,12,2,0,0,2,1,2,57500,2
6886,2,2,0,0,2,1,1,32500,3
6917,0,3,2,0,1,0,1,7500,0
6937,7,3,0,1,2,2,2,35571,2
6948,4,3,0,2,1,1,1,37500,1
6950,0,1,0,0,1,0,0,7500,0
6952,4,4,0,2,2,1,1,47500,2
6963,0,5,0,0,5,1,4,35571,3
7008,10,2,0,0,2,2,2,47500,2
7025,2,1,0,0,1,1,1,42500,1
7029,5,2,0,0,2,2,2,35571,2
7059,6,1,0,0,1,1,1,12500,1
7063,4,2,0,0,2,2,2,57500,3
7073,0,3,0,1,2,2,3,35571,3
7078,0,3,0,2,1,1,0,7500,0
7085,1,1,0,0,1,1,1,37500,1
7086,2,1,0,0,1,1,1,35571,1
7108,14,4,0,2,2,2,2,62500,2
7115,0,1,0,0,1,0,1,47500,1
7126,4,1,0,0,1,1,1,17500,1
7147,26,5,0,3,2,2,2,42500,2
7161,20,4,0,2,2,3,3,42500,4
7162,0,1,0,0,1,0,0,2500,0
7182,4,2,0,0,2,1,1,27500,2
7186,14,2,0,0,2,2,2,2500,2
7190,8,4,1,1,2,1,2,32665,3
7209,2,4,0,1,3,1,3,32665,1
7221,0,1,0,0,1,0,0,42500,0
7252,0,1,0,0,1,0,0,22500,0
7254,4,2,0,0,2,0,1,12500,1
7270,7,3,1,0,2,2,2,37500,2
7275,2,2,0,0,2,1,1,32665,1
7296,0,2,0,0,2,2,2,7500,1
7306,9,1,0,0,1,0,1,12500,1
7312,17,4,0,1,3,3,3,52500,3
7317,4,2,0,0,2,0,1,22500,0
7355,11,3,0,1,2,2,2,57500,2
7378,13,5,1,1,3,0,3,17500,3
7384,4,2,0,0,2,1,2,57500,2
7385,4,3,1,0,2,2,2,100000,2
7398,6,3,1,0,2,1,2,47500,2
7404,19,5,1,2,2,2,2,22500,2
7406,4,2,1,0,1,1,1,7500,0
7423,8,2,0,0,2,0,2,40565,1
7438,13,2,0,0,2,1,2,40565,2
7439,9,4,0,1,3,2,2,37500,2
7463,4,2,0,0,2,0,2,42500,1
7469,6,4,2,0,2,1,2,37500,2
7471,0,2,0,0,2,0,1,12500,1
7475,9,3,0,0,3,1,2,40565,2
7492,2,1,0,0,1,0,1,17500,1
7514,0,2,0,0,2,0,2,32665,2
7519,13,2,0,0,2,0,2,17500,2
7531,6,2,0,0,2,1,2,32665,2
7536,0,2,0,0,2,0,0,12500,1
7574,7,2,0,0,2,2,2,12500,3
7586,4,2,0,0,2,0,2,100000,2
7619,6,2,0,0,2,0,2,17500,1
7641,0,1,0,0,1,1,1,17500,1
7650,21,4,0,2,2,2,2,42500,2
7675,32,5,0,3,2,2,3,35571,2
7676,2,2,0,0,2,0,1,35571,2
7677,11,3,0,0,3,1,3,35571,4
7688,3,2,0,0,2,1,1,62500,2
7691,2,3,1,0,2,2,2,35571,2
7703,2,3,0,0,3,1,2,7500,2
7706,8,3,0,2,1,0,1,17500,1
7720,1,1,0,0,1,0,1,35571,1
7734,23,4,0,2,2,2,2,100000,2
7739,4,1,0,0,1,1,1,35571,1
7744,18,6,1,3,2,1,2,35571,2
7753,5,1,0,0,1,1,1,35571,1
7760,2,1,0,0,1,0,0,12500,0
7766,0,1,0,0,1,0,1,37500,1
7767,2,1,0,0,1,1,1,37500,1
7778,8,2,0,0,2,2,2,35571,2
7781,13,3,0,2,1,3,3,35571,2
7805,2,2,0,0,2,2,2,35571,2
7820,0,4,1,1,2,1,2,7500,1
7823,5,2,0,0,2,1,1,32500,2
7840,3,5,1,0,4,3,3,35571,2
7850,14,3,0,1,2,1,2,22500,1
7872,0,2,0,0,2,0,2,35571,2
7876,2,3,0,1,2,1,1,35571,2
7877,3,1,0,0,1,1,1,22500,2
7886,0,1,0,0,1,1,1,37500,1
7905,0,1,0,0,1,0,1,17500,1
7913,2,4,2,0,2,1,2,27500,1
7920,15,4,0,2,2,2,2,100000,2
7929,9,2,0,0,2,1,2,35571,2
7935,6,2,0,0,2,1,1,17500,1
7936,26,7,0,4,3,5,4,100000,4
7943,28,9,0,1,8,5,4,62500,3
7967,6,2,0,0,2,2,2,35571,2
7980,4,1,0,0,1,0,1,2500,1
7995,2,4,0,0,4,1,1,35571,4
8004,0,1,0,0,1,0,0,22500,0
8007,8,5,0,1,4,3,4,22500,2
8022,12,3,0,2,1,2,2,35571,3
8023,3,3,0,1,2,1,2,17500,1
8028,4,2,0,0,2,1,2,22500,0
8031,12,3,0,1,2,2,2,62500,2
8047,9,4,2,0,2,2,2,35571,2
8052,6,1,0,0,1,0,1,35571,2
8055,7,3,1,0,2,2,2,27500,2
8060,2,2,0,0,2,0,2,7500,1
8076,4,3,0,1,2,2,2,7500,1
8094,4,1,0,0,1,1,1,35571,1
8099,7,3,0,2,1,1,1,35571,1
8110,10,2,0,0,2,2,2,37500,2
8121,9,2,0,0,2,2,2,17500,2
8125,8,4,0,2,2,2,3,42500,2
8154,15,3,0,2,1,1,1,32500,1
8161,4,2,0,0,2,2,2,35571,2
8163,6,1,0,0,1,1,1,17500,1
8166,7,2,0,0,2,1,1,52500,2
8178,12,2,0,0,2,0,2,35571,2
8204,0,3,2,0,1,0,0,2500,0
8226,4,1,0,0,1,0,1,12500,1
8263,10,4,1,1,2,2,2,42500,2
8271,8,1,0,0,1,1,1,17500,1
8277,3,2,0,0,2,1,1,17500,2
8278,0,2,0,0,2,0,2,7500,1
8280,0,2,0,0,2,0,2,42500,2
8283,10,5,0,3,2,0,3,17500,1
8286,17,4,1,1,2,2,2,47500,2
8290,2,1,0,0,1,1,1,35571,1
8294,11,5,1,2,2,1,2,37500,2
8297,0,1,0,0,1,0,1,35571,1
8299,2,2,0,0,2,1,1,22500,1
8322,6,2,0,0,2,2,2,35571,2
8333,9,2,0,0,2,1,2,42500,2
8346,5,6,1,1,4,1,2,57500,2
8348,9,2,0,1,1,1,2,67500,5
8351,4,2,0,0,2,0,2,12500,1
8361,3,1,0,0,1,1,1,42500,1
8363,5,2,0,0,2,1,1,57500,2
8373,0,2,0,0,2,0,2,12500,2
8382,12,3,0,1,2,1,2,67500,2
8387,16,3,0,0,3,3,3,35571,3
8397,6,2,0,0,2,2,2,62500,2
8398,2,2,0,0,2,0,2,35571,2
8432,2,2,0,0,2,0,2,32500,2
8478,25,7,0,5,2,2,3,62500,3
8479,0,2,0,0,2,0,1,12500,1
8481,7,2,0,0,2,2,2,72500,3
8499,0,1,0,0,1,1,1,37500,1
8520,2,1,0,0,1,0,1,27500,1
8530,4,2,0,0,2,1,2,52500,2
8551,4,4,1,1,2,1,1,12500,1
8560,4,3,1,0,2,2,2,35571,2
8579,6,1,0,0,1,0,1,22500,1
8585,6,7,3,2,2,1,1,27500,2
8588,0,2,0,0,2,0,2,17500,1
8595,16,4,0,2,2,1,3,47500,2
8614,7,2,0,0,2,0,2,7500,2
8617,8,4,0,1,3,1,2,52500,2
8634,3,1,0,0,1,0,1,32500,1
8641,0,1,0,0,1,0,1,7500,1
8643,8,3,1,0,2,2,1,7500,0
8646,0,1,0,0,1,0,0,2500,0
8649,19,4,1,1,2,2,2,37500,1
8673,8,2,0,0,2,2,2,7500,2
8682,15,4,0,2,2,2,2,67500,4
8691,3,1,0,0,1,1,1,47500,1
8692,3,1,0,0,1,1,1,12500,1
8701,9,4,1,1,2,2,2,27500,3
8712,8,4,0,2,2,1,2,27500,3
8718,10,5,0,2,3,4,4,32500,5
8727,0,3,0,1,2,1,1,32100,2
8730,4,5,2,1,2,1,2,17500,1
8733,4,2,0,1,1,1,1,32500,1
8736,9,3,1,0,2,2,2,17500,1
8754,8,2,0,0,2,0,1,32500,1
8756,4,4,0,2,2,2,2,32500,2
8757,3,3,0,1,2,1,1,17500,1
8767,15,4,0,2,2,2,2,22500,1
8781,4,1,0,0,1,1,1,37500,1
8808,6,6,1,3,2,1,3,32100,2
8812,6,2,0,0,2,1,2,32500,2
8828,2,2,0,0,2,1,2,12500,2
8830,7,3,1,0,2,2,2,42500,2
