ntrips,hhsize,nchlt12,nchgt12,nworker,nstudent,ncar,income,resloc
85,6,3,1,1,1,1,31000,1
68,4,1,1,2,1,1,43000,1
45,2,0,0,2,0,1,43000,1
105,2,0,0,2,0,2,31000,1
98,4,0,2,1,2,1,31000,1
28,1,0,0,0,0,0,12000,1
14,1,0,0,0,0,0,31000,1
32,2,0,0,1,1,0,31000,1
13,1,0,0,1,0,1,31000,1
12,1,0,0,0,0,0,20500,1
21,2,0,0,1,0,0,31000,1
19,1,0,0,0,0,0,12000,1
20,1,0,0,1,0,0,12000,1
38,2,0,0,0,0,0,20500,1
65,5,0,3,2,2,1,43000,1
22,2,0,0,0,0,1,31000,1
49,2,0,0,1,1,0,31000,1
37,4,2,0,2,0,1,43000,1
18,4,0,2,0,2,0,12000,1
21,3,1,0,2,0,1,43000,1
18,1,0,0,0,0,0,20500,1
14,1,0,0,1,0,1,31000,1
14,1,0,0,0,0,0,12000,1
14,1,0,0,0,0,0,12000,1
50,3,0,2,1,2,0,12000,1
2,1,0,0,0,0,0,20500,1
40,4,1,1,2,1,0,31000,1
33,2,0,0,0,2,0,43000,1
72,2,0,0,2,0,0,43000,1
10,1,0,0,0,0,0,12000,1
38,3,2,0,1,0,0,20500,1
10,1,0,0,0,1,0,12000,1
28,2,0,0,0,2,0,31000,1
35,2,0,0,1,1,0,31000,1
33,1,0,0,1,0,1,20500,1
55,4,1,1,2,1,2,43000,2
4,1,0,0,1,0,1,31000,2
115,6,3,1,1,1,1,31000,2
9,1,0,0,0,0,0,12000,2
37,3,0,1,2,0,3,43000,2
26,2,0,0,0,0,1,31000,2
30,2,0,0,1,0,2,43000,2
14,3,0,1,2,0,1,43000,2
26,3,0,1,2,0,0,43000,2
165,5,0,3,2,3,2,43000,2
17,1,0,0,1,0,0,43000,2
44,3,1,0,2,0,1,31000,2
43,5,3,0,2,0,2,43000,2
31,2,0,0,0,0,1,43000,2
49,4,2,0,1,0,0,31000,2
9,2,0,0,0,0,0,31000,2
52,4,2,0,2,0,2,43000,2
32,4,1,1,1,1,0,31000,2
32,2,0,1,1,0,1,31000,2
70,3,1,0,1,0,1,31000,2
61,5,3,0,2,0,1,43000,2
48,2,0,0,2,0,2,43000,2
22,3,1,0,1,0,1,31000,2
42,2,0,0,2,0,1,43000,2
37,2,0,0,1,0,0,31000,2
28,1,0,0,1,0,1,31000,2
46,4,2,0,2,0,1,43000,2
43,5,3,0,1,0,2,43000,2
72,5,2,1,2,1,1,43000,2
70,2,0,0,1,0,0,31000,2
20,2,0,0,2,0,1,43000,2
27,3,0,1,2,0,1,43000,2
4,1,0,0,1,0,0,12000,2
89,3,0,1,1,1,2,43000,2
5,1,0,0,1,0,1,20500,2
25,2,1,0,1,0,1,20500,2
22,2,0,0,2,0,1,43000,2
63,4,1,1,1,1,2,43000,1
39,3,0,2,1,1,1,12000,1
50,4,2,0,2,0,1,31000,2
89,2,0,0,2,0,1,43000,1
52,4,2,1,0,1,0,12000,1
27,1,0,0,1,0,0,20500,1
50,2,0,0,1,0,2,43000,1
48,2,0,0,0,0,1,20500,1
9,2,0,0,0,0,0,31000,1
16,1,0,0,1,0,1,20500,1
12,2,0,0,0,0,1,31000,1
9,1,0,0,0,0,0,12000,1
4,1,0,0,0,0,0,20500,1
17,1,0,0,0,0,0,20500,1
35,2,0,0,0,0,1,43000,1
63,2,0,0,1,0,1,31000,1
34,2,0,0,0,0,1,31000,1
12,1,0,0,1,0,1,31000,1
45,2,0,0,0,0,1,31000,1
21,2,0,0,1,0,0,20500,1
29,4,2,0,0,0,0,20500,1
18,1,0,0,1,0,1,20500,1
48,5,3,0,1,0,1,31000,1
58,4,2,0,1,0,1,31000,1
24,1,0,0,1,0,1,12000,1
39,2,0,0,0,0,0,31000,1
83,3,0,1,2,1,2,43000,1
12,1,0,0,0,0,1,31000,1
27,2,0,0,2,0,1,43000,1
27,4,2,0,1,0,1,31000,1
18,5,3,0,2,0,2,31000,1
26,2,0,0,0,0,1,43000,1
61,3,0,2,1,2,1,20500,1
53,4,2,0,1,0,1,43000,1
22,3,2,0,0,0,0,12000,1
28,1,0,0,1,0,1,31000,1
7,1,0,0,0,0,0,12000,1
52,2,0,0,2,0,1,43000,1
49,3,1,0,2,0,2,43000,1
125,5,1,2,2,2,0,31000,1
76,4,0,2,1,2,1,31000,1
86,4,2,0,2,0,1,43000,1
25,3,1,1,0,1,0,20500,1
44,3,0,1,1,1,1,43000,1
30,2,0,0,0,0,1,31000,1
35,4,2,0,2,0,1,43000,1
45,7,5,0,2,0,1,31000,1
60,4,0,2,2,2,1,31000,1
10,1,0,0,1,0,1,43000,1
54,4,2,0,1,0,1,31000,1
10,2,0,0,0,0,1,20500,1
54,4,2,0,2,0,1,43000,1
34,2,0,0,0,0,1,43000,1
52,4,0,2,1,2,1,31000,1
25,2,0,0,2,0,1,43000,1
63,4,2,0,1,0,0,31000,1
9,2,0,0,1,0,3,43000,1
6,1,0,0,0,0,0,31000,1
45,4,2,0,1,0,1,31000,1
23,2,0,0,0,0,0,20500,1
72,4,0,2,1,2,0,31000,1
69,4,1,1,2,1,1,43000,1
51,4,2,0,1,0,1,20500,1
54,4,2,0,2,0,1,43000,1
69,3,0,1,1,0,1,43000,1
80,5,2,1,2,1,1,43000,1
33,2,0,0,0,0,1,20500,1
46,4,2,0,2,0,1,43000,1
67,2,0,0,0,0,1,31000,1
54,2,0,0,0,0,1,43000,1
29,2,0,0,2,0,1,43000,1
28,3,2,0,1,0,1,20500,1
3,3,2,0,1,0,0,12000,1
14,1,0,0,0,0,0,12000,1
8,2,0,0,0,0,1,43000,1
21,2,0,0,0,0,0,31000,1
28,4,2,0,1,0,1,20500,1
21,1,0,0,0,0,0,20500,1
34,2,0,0,0,0,0,31000,1
62,2,0,0,2,0,1,43000,1
43,2,0,0,2,0,0,43000,1
39,2,0,0,0,0,1,43000,1
77,2,0,0,2,0,2,43000,1
36,2,1,0,0,0,1,20500,1
26,1,0,0,1,0,1,20500,3
46,4,2,0,1,0,1,31000,1
79,4,0,2,2,2,1,43000,2
40,2,0,0,2,0,2,43000,1
63,5,1,2,1,2,1,43000,1
21,2,0,0,0,0,1,43000,1
97,4,1,1,1,1,0,20500,1
128,6,1,3,2,1,2,43000,1
30,2,0,0,0,0,1,43000,1
65,4,2,0,1,0,1,31000,1
69,5,1,2,1,2,1,31000,1
53,4,2,0,1,0,1,31000,1
61,5,3,0,1,0,1,31000,1
86,6,1,3,2,1,2,43000,1
83,5,1,2,2,1,2,43000,1
59,3,0,1,1,1,1,43000,1
90,5,1,2,0,2,0,20500,1
117,5,1,2,1,2,1,43000,1
62,4,2,0,1,0,1,31000,1
100,4,0,2,2,1,2,43000,1
75,4,1,2,1,2,1,31000,1
72,5,2,1,1,1,1,43000,1
46,5,2,1,1,1,2,43000,1
51,4,2,0,1,0,2,20500,1
103,4,2,0,1,0,1,31000,1
61,5,3,0,2,0,1,43000,1
88,4,0,2,1,2,1,31000,1
45,5,2,1,1,1,1,20500,1
83,4,2,0,2,0,1,43000,1
65,4,2,0,2,0,1,31000,1
60,5,3,0,1,0,1,31000,1
53,4,1,1,1,0,3,43000,1
66,4,1,1,2,1,1,43000,1
121,4,0,2,2,2,1,43000,1
67,5,2,1,1,1,1,43000,1
55,3,0,1,2,1,1,43000,1
82,5,1,2,2,1,1,43000,1
21,2,0,0,1,0,2,43000,1
104,5,0,3,2,2,2,43000,1
0,2,0,0,0,0,1,31000,1
105,4,0,2,2,1,3,43000,1
29,5,3,0,2,0,1,20500,1
11,1,0,0,0,0,1,20500,1
38,4,2,0,2,0,0,43000,1
54,4,2,0,1,0,1,43000,1
98,4,0,2,1,2,0,20500,1
79,3,0,1,2,1,0,43000,1
24,1,0,0,1,0,1,31000,1
71,4,0,2,2,0,2,43000,1
44,4,0,2,1,1,2,43000,1
9,1,0,0,0,0,0,12000,1
101,4,1,1,1,1,2,43000,1
63,4,2,0,2,0,2,43000,1
80,4,0,3,1,3,0,20500,1
75,4,2,0,1,0,1,43000,1
47,2,0,0,1,0,1,31000,1
51,4,1,1,2,1,1,43000,1
97,5,1,2,1,2,1,20500,1
36,2,0,0,1,0,2,43000,1
58,3,0,1,2,0,1,43000,1
62,3,1,0,2,0,1,31000,1
135,4,0,2,2,1,2,31000,1
1,1,0,0,0,0,0,12000,1
30,5,2,1,1,1,0,31000,1
30,5,2,1,1,1,1,31000,1
55,4,2,0,1,0,1,43000,1
28,1,0,0,1,0,1,31000,1
96,5,0,3,1,3,1,43000,1
41,2,0,0,2,0,1,43000,1
40,2,0,0,2,0,1,43000,1
86,4,0,2,1,2,1,31000,1
32,4,2,0,1,0,1,31000,1
17,1,0,0,1,0,1,31000,1
45,2,0,0,1,0,1,43000,1
81,4,1,1,1,1,1,31000,1
39,2,0,0,2,0,1,43000,1
120,6,1,3,2,1,0,43000,1
124,5,1,2,2,1,1,43000,1
62,3,1,0,1,0,1,31000,1
31,2,0,0,1,0,1,31000,1
45,2,0,0,0,0,0,31000,1
24,2,1,0,1,0,1,20500,1
58,3,1,0,1,0,1,31000,1
66,2,0,0,2,0,2,43000,1
46,2,0,0,2,0,1,43000,1
32,2,0,0,2,0,1,43000,2
16,2,0,0,0,0,1,43000,2
59,2,0,0,2,0,1,43000,1
48,4,2,0,1,0,1,31000,1
63,5,3,0,1,0,1,43000,1
71,2,0,1,0,1,0,12000,1
57,2,0,0,0,0,1,12000,1
57,2,0,1,1,1,1,43000,1
22,2,0,1,0,0,0,31000,1
42,3,1,0,2,0,1,31000,1
85,4,1,1,1,1,2,43000,1
44,4,1,1,1,1,1,31000,1
67,5,2,1,1,1,1,31000,1
53,4,2,0,2,0,0,43000,1
68,4,2,0,2,0,1,43000,1
42,2,0,0,1,0,1,43000,1
81,5,2,1,2,1,1,43000,1
57,4,2,0,1,0,0,31000,1
53,3,1,0,2,0,1,43000,1
18,1,0,0,1,0,1,43000,1
54,2,0,0,0,0,1,43000,1
18,1,0,0,0,0,1,31000,1
30,3,1,0,1,0,2,31000,1
47,2,0,0,2,0,1,43000,1
89,4,0,2,2,1,1,43000,1
53,3,0,1,1,1,1,31000,1
23,4,0,3,1,2,0,31000,1
26,3,0,1,1,0,2,43000,1
20,2,1,0,1,0,1,12000,1
22,2,0,0,0,0,1,12000,1
35,1,0,0,0,1,0,12000,1
73,3,0,1,2,1,0,31000,1
83,4,0,2,2,2,1,20500,1
61,5,2,1,1,1,0,31000,1
43,3,1,0,1,0,1,43000,1
34,2,0,0,0,0,0,31000,1
47,4,0,2,1,2,0,31000,1
109,4,0,2,2,2,1,31000,1
53,4,2,0,1,0,1,31000,1
3,1,0,0,0,0,0,12000,1
0,1,0,0,0,0,0,20500,1
14,2,1,0,0,0,0,12000,1
102,5,0,3,2,3,1,43000,1
34,2,0,0,2,0,1,43000,1
66,4,2,0,2,0,1,43000,1
24,5,3,0,0,0,2,43000,1
42,2,0,0,0,0,1,20500,1
51,2,0,0,0,0,1,31000,1
52,4,2,0,1,0,1,31000,1
47,4,2,0,1,0,1,31000,1
4,2,0,0,1,0,1,31000,1
42,4,2,0,2,0,1,31000,1
44,3,0,2,0,2,0,12000,1
133,4,0,2,1,3,0,43000,1
41,2,0,0,2,0,1,43000,1
43,1,0,0,0,0,0,12000,1
13,1,0,0,1,0,0,20500,1
22,1,0,0,0,1,0,12000,1
9,4,3,0,0,0,0,12000,1
30,2,0,0,2,0,1,43000,1
41,3,2,0,0,0,0,12000,1
52,2,0,0,2,0,1,43000,1
87,2,0,0,2,0,2,43000,1
82,4,0,2,2,2,1,43000,1
64,4,0,2,2,0,2,43000,1
6,1,0,0,0,0,0,20500,1
37,3,0,1,2,1,0,31000,1
7,3,1,0,0,0,0,20500,1
11,1,0,0,0,0,0,20500,1
72,2,0,0,2,0,0,43000,1
31,1,0,0,0,1,1,12000,1
74,2,0,0,2,0,2,43000,1
51,2,0,0,1,1,0,43000,1
38,2,0,0,2,0,1,43000,1
15,1,0,0,1,0,0,20500,1
28,2,0,0,0,0,1,43000,1
34,2,0,0,1,0,1,31000,1
67,4,2,0,2,0,0,43000,1
27,1,0,0,0,1,0,12000,1
21,1,0,0,1,0,1,31000,1
17,1,0,0,1,0,0,20500,1
18,1,0,0,1,0,0,20500,1
36,2,0,0,2,0,0,31000,1
34,2,0,0,2,0,1,43000,1
38,1,0,0,0,1,1,12000,1
18,1,0,0,1,0,0,12000,1
69,4,2,0,2,0,0,43000,1
23,2,0,0,2,0,1,43000,1
27,2,1,0,1,0,1,31000,1
24,2,0,0,2,0,2,43000,2
26,2,0,1,1,0,0,31000,2
4,1,0,0,0,0,0,12000,2
58,5,3,0,2,0,1,43000,2
72,3,0,2,1,2,1,31000,2
44,4,1,1,2,0,1,43000,2
119,4,0,2,2,2,2,43000,2
57,2,0,0,1,0,1,43000,2
37,2,0,0,0,0,1,20500,2
40,2,0,0,0,0,0,43000,2
29,4,2,0,1,0,1,31000,2
27,2,0,0,0,0,0,31000,2
37,4,2,0,1,0,2,31000,2
32,4,1,1,1,1,1,20500,2
85,4,1,1,2,1,0,31000,2
61,5,3,0,1,0,1,31000,2
21,1,0,0,1,0,1,31000,2
40,6,4,0,1,0,2,43000,1
10,2,1,0,1,0,1,20500,2
31,2,0,0,1,0,0,31000,1
11,1,0,0,1,0,0,20500,1
91,6,2,2,2,1,1,43000,1
58,3,0,1,1,1,2,43000,1
16,2,0,1,0,1,0,12000,1
6,1,0,0,1,0,1,20500,1
20,2,0,0,0,0,0,20500,1
30,2,0,0,0,0,1,43000,1
113,5,2,1,2,1,1,43000,1
20,2,0,1,1,0,0,31000,1
12,3,1,1,0,1,1,12000,1
18,3,2,0,1,0,1,31000,1
44,2,0,0,1,0,1,31000,1
89,4,1,1,2,1,1,43000,1
3,1,0,0,0,0,0,12000,1
10,1,0,0,0,0,0,12000,1
105,4,0,2,1,2,1,43000,1
66,2,0,0,1,1,0,20500,1
3,2,0,0,2,0,0,31000,1
18,1,0,0,1,0,0,20500,1
15,2,0,0,0,0,0,31000,1
14,2,0,0,0,0,0,31000,1
53,3,0,1,0,0,0,43000,1
48,2,0,0,0,0,1,20500,1
34,2,0,0,0,0,1,20500,1
51,4,1,1,1,1,1,31000,1
100,5,0,3,2,1,2,43000,1
35,2,0,0,1,0,1,43000,1
2,1,0,0,0,0,0,12000,1
50,4,2,0,1,0,2,31000,1
8,1,0,0,1,0,0,20500,1
50,3,1,0,2,0,1,31000,1
23,2,0,0,0,0,0,20500,1
23,2,0,0,0,0,1,20500,1
59,3,0,1,1,0,1,31000,1
16,2,0,0,0,0,1,43000,1
27,3,2,0,0,0,1,12000,1
53,3,1,0,1,0,1,43000,1
30,3,0,1,0,1,0,12000,1
18,1,0,0,0,0,1,12000,1
73,4,0,2,2,1,1,43000,1
64,3,0,1,2,0,1,43000,1
30,1,0,0,0,0,0,12000,1
32,1,0,0,1,0,1,31000,1
8,1,0,0,1,0,0,31000,1
53,4,0,2,2,2,1,43000,1
30,4,2,0,2,0,2,31000,1
68,4,2,0,1,0,1,31000,1
29,2,0,0,1,0,1,31000,1
62,4,0,2,2,0,0,43000,1
18,3,1,0,1,0,1,20500,1
69,5,0,3,2,0,2,43000,1
25,2,0,0,2,0,1,43000,1
9,1,0,0,1,0,0,31000,1
117,4,0,2,1,2,1,31000,1
16,1,0,0,1,0,0,31000,1
47,2,0,0,2,0,1,31000,1
22,2,0,0,1,0,1,43000,1
21,1,0,0,0,1,0,12000,1
72,2,0,0,2,0,0,31000,1
23,2,0,0,0,0,1,31000,1
53,3,1,0,1,0,0,31000,1
11,2,0,0,0,0,1,31000,1
33,1,0,0,0,1,0,12000,1
12,2,0,0,0,0,1,20500,1
55,3,1,0,1,0,1,43000,1
40,3,0,1,2,0,1,43000,1
46,2,0,0,0,0,1,43000,1
113,4,0,2,1,2,1,43000,1
10,2,0,0,1,0,1,43000,1
26,3,0,2,1,2,1,43000,1
2,1,0,0,0,0,0,12000,1
27,2,0,0,0,0,0,20500,1
94,6,4,0,1,0,2,31000,1
39,1,0,0,1,0,1,20500,1
9,1,0,0,0,0,0,12000,1
53,4,1,1,2,1,1,43000,1
37,2,0,0,1,1,0,31000,1
1,1,0,0,0,0,0,12000,1
50,4,0,2,2,1,2,43000,1
54,2,0,0,0,0,1,31000,1
39,4,1,1,1,1,0,20500,1
0,2,0,0,0,0,0,31000,1
72,4,0,2,1,2,1,31000,1
13,2,0,0,0,0,1,43000,1
53,4,2,0,1,0,1,43000,1
9,1,0,0,0,0,0,20500,1
2,1,0,0,0,0,0,12000,1
16,2,0,0,0,0,1,43000,1
16,4,2,0,1,0,1,43000,1
20,1,0,0,1,0,0,31000,1
25,2,0,0,0,2,1,20500,1
37,2,0,0,2,0,1,43000,1
17,1,0,0,1,0,1,31000,1
13,1,0,0,1,0,1,20500,1
25,2,0,0,0,2,0,20500,3
31,2,0,0,2,0,2,43000,2
14,2,0,0,1,0,1,43000,2
46,4,2,0,2,0,1,43000,2
43,2,0,0,2,0,1,43000,2
5,1,0,0,0,1,0,12000,1
32,1,0,0,0,1,0,12000,1
37,4,2,0,2,0,1,43000,2
53,3,1,0,2,0,2,43000,2
66,4,2,0,1,0,1,31000,1
69,2,0,0,2,0,1,31000,1
39,2,0,0,1,0,1,20500,1
70,2,0,0,1,0,1,43000,1
60,3,0,1,0,0,2,31000,1
153,5,0,3,0,3,1,20500,1
18,2,0,0,0,0,1,43000,1
72,3,1,0,2,0,0,31000,1
42,6,4,0,1,0,1,43000,1
59,4,0,2,2,2,1,20500,1
91,4,0,2,2,0,3,43000,1
163,4,0,2,1,2,2,31000,1
66,2,0,0,0,0,1,43000,1
113,4,0,2,1,2,2,43000,1
7,1,0,0,0,0,1,12000,1
27,2,0,0,2,0,2,43000,1
42,2,0,0,2,0,1,43000,1
102,4,0,2,0,2,1,20500,1
100,4,0,2,2,2,1,31000,1
108,4,0,2,1,2,1,31000,1
101,4,0,2,2,2,0,31000,1
37,3,1,0,1,0,1,20500,1
38,3,1,0,1,0,1,20500,1
39,2,0,0,0,0,1,31000,1
65,4,0,2,1,2,2,43000,1
71,4,2,0,1,0,1,20500,1
104,4,0,2,1,2,1,43000,1
78,3,0,1,1,1,1,31000,1
13,1,0,0,0,0,1,20500,1
98,4,0,2,1,2,0,20500,1
38,5,3,0,2,0,1,20500,1
57,3,0,1,2,1,1,31000,1
140,4,0,2,1,2,1,43000,1
95,5,1,2,1,2,1,43000,1
69,3,0,1,1,1,1,20500,1
105,5,0,3,1,3,2,43000,1
40,4,0,2,2,1,1,31000,1
106,4,0,2,1,2,2,43000,1
26,2,0,0,2,0,2,43000,1
68,3,0,2,1,1,0,43000,1
57,4,1,1,1,1,1,31000,1
48,3,1,0,2,0,1,43000,1
101,5,0,3,2,2,2,20500,1
28,3,1,0,1,0,1,31000,1
50,4,2,1,0,1,0,12000,1
43,4,2,0,1,0,1,43000,1
86,4,0,2,2,2,1,20500,1
62,3,0,2,1,2,1,12000,1
50,2,0,0,2,0,0,43000,1
63,2,0,0,1,0,0,20500,1
25,2,0,1,1,0,1,43000,1
87,2,0,0,2,0,1,31000,1
82,2,0,0,2,0,1,31000,1
63,3,0,1,2,1,1,43000,1
61,2,0,0,1,0,1,43000,1
28,1,0,0,1,0,1,31000,1
18,1,0,0,1,0,1,12000,1
58,2,0,0,2,0,1,43000,2
57,4,2,0,2,0,1,31000,2
70,4,2,0,1,0,1,31000,2
48,4,1,1,1,1,1,31000,2
91,3,0,1,1,1,1,43000,2
20,1,0,0,0,0,1,43000,2
63,4,2,0,2,0,1,43000,2
54,5,3,0,1,0,0,31000,2
14,3,0,1,2,0,2,43000,2
41,2,0,0,0,0,1,31000,2
63,4,0,2,2,1,1,43000,2
21,1,0,0,1,0,1,20500,2
50,4,2,0,1,0,1,31000,2
37,4,2,0,1,0,1,31000,2
36,2,0,0,2,0,1,43000,2
54,4,0,2,1,1,1,31000,2
120,5,1,2,2,0,2,43000,2
68,4,2,0,2,0,1,43000,2
68,4,1,1,1,1,0,20500,2
70,4,1,1,1,1,2,43000,2
50,2,0,0,0,0,1,31000,2
55,4,2,0,1,0,1,31000,2
89,5,2,1,1,1,0,43000,2
52,5,3,0,1,0,1,43000,2
12,1,0,0,1,0,1,31000,2
38,2,0,0,2,0,2,43000,2
39,2,0,0,1,0,1,31000,2
90,3,0,1,1,1,1,31000,2
60,4,2,0,1,0,2,43000,2
18,1,0,0,1,0,1,31000,2
42,2,0,0,0,0,0,20500,2
113,4,0,2,1,2,1,31000,2
57,2,0,0,0,0,1,31000,2
39,4,2,0,2,0,1,43000,2
44,2,0,0,0,0,1,43000,2
32,2,0,0,0,0,0,20500,2
97,4,0,2,0,2,1,20500,2
27,2,0,0,0,0,0,31000,2
37,2,0,0,1,0,1,31000,2
57,3,0,1,2,0,1,43000,2
53,2,0,0,2,0,1,43000,2
17,2,1,0,1,0,1,20500,2
106,2,0,0,2,0,1,31000,2
13,1,0,0,1,0,0,12000,2
100,4,0,2,2,2,1,43000,1
40,2,0,0,2,0,1,31000,1
35,2,0,0,0,0,1,43000,1
23,1,0,0,0,0,0,43000,1
7,1,0,0,1,0,1,20500,1
19,1,0,0,1,0,1,43000,1
4,1,0,0,0,0,0,31000,1
45,2,0,0,2,0,0,43000,1
29,2,0,0,1,0,0,31000,1
75,5,0,3,2,0,1,43000,1
13,3,1,0,1,0,1,43000,1
24,2,0,0,0,0,0,31000,1
101,4,0,2,1,2,1,43000,1
47,2,0,0,0,0,1,31000,1
74,4,1,1,2,1,1,31000,1
51,3,0,1,0,1,1,31000,1
9,4,2,0,1,0,1,20500,1
23,2,0,1,0,0,0,43000,1
74,3,0,2,1,0,1,31000,1
56,4,2,0,1,0,1,43000,1
42,3,1,1,0,1,1,31000,1
53,3,0,1,2,0,0,43000,1
19,1,0,0,1,0,1,31000,1
27,4,2,0,1,0,1,31000,1
17,2,0,0,0,0,1,31000,1
10,1,0,0,1,0,0,43000,1
48,4,1,1,1,1,1,31000,1
43,3,1,0,0,0,1,20500,1
53,4,2,0,1,0,1,20500,1
4,1,0,0,0,0,0,12000,1
20,1,0,0,1,0,1,20500,1
42,4,0,2,1,2,0,43000,1
47,4,2,0,1,0,1,31000,1
104,5,2,1,1,1,1,31000,1
35,2,0,0,1,0,0,31000,1
74,4,0,2,2,2,1,43000,1
66,4,0,2,2,2,1,43000,1
7,1,0,0,0,0,0,12000,1
35,2,0,0,0,0,1,43000,1
27,2,1,0,1,0,1,20500,1
25,3,1,1,1,1,1,31000,1
58,4,0,2,1,2,2,43000,1
46,2,0,0,0,0,1,20500,1
21,1,0,0,0,0,1,12000,1
40,4,2,0,1,0,1,31000,1
68,5,2,1,1,1,1,31000,1
40,2,0,0,2,0,2,43000,1
40,4,2,0,1,0,1,20500,1
29,2,0,0,0,0,1,20500,1
41,3,1,1,0,1,0,12000,1
19,2,1,0,0,0,0,12000,1
42,4,2,0,2,0,1,31000,1
7,1,0,0,0,0,0,20500,1
41,2,0,0,1,0,0,31000,1
20,2,0,0,1,0,0,31000,1
56,2,0,0,2,0,1,43000,1
26,1,0,0,1,0,1,43000,1
6,1,0,0,1,0,1,20500,1
1,1,0,0,0,0,0,12000,1
13,1,0,0,0,0,0,20500,1
27,3,2,0,0,0,1,12000,1
65,4,1,1,1,1,0,31000,1
10,1,0,0,1,0,0,20500,1
14,2,0,0,0,0,1,43000,1
40,2,0,0,1,0,1,43000,1
55,2,0,0,0,0,0,31000,1
2,1,0,0,0,0,0,31000,1
35,1,0,0,1,0,1,20500,1
18,1,0,0,1,0,0,20500,1
17,1,0,0,0,0,0,12000,1
11,2,0,0,2,0,1,43000,1
14,1,0,0,1,0,1,31000,1
27,3,1,1,0,1,0,20500,1
28,2,0,0,0,0,0,20500,1
10,1,0,0,1,0,1,20500,1
57,5,1,2,1,2,0,31000,1
95,5,1,2,2,2,1,43000,1
44,4,2,0,2,0,1,31000,1
48,3,0,1,1,0,2,20500,1
20,2,0,0,2,0,2,43000,1
20,1,0,0,0,0,0,12000,1
64,2,0,0,2,0,1,43000,1
76,2,0,0,2,0,1,43000,1
20,1,0,0,1,0,1,31000,1
69,2,0,0,2,0,1,43000,1
23,1,0,0,1,0,0,31000,1
30,2,0,0,0,0,1,43000,1
32,1,0,0,1,0,1,31000,1
6,1,0,0,0,0,0,12000,1
44,2,0,0,1,0,1,31000,1
24,1,0,0,0,0,1,43000,1
21,2,0,0,1,0,0,31000,1
44,2,0,0,0,0,1,31000,1
48,5,0,3,2,2,0,20500,1
17,2,0,0,0,0,1,20500,1
89,3,1,0,1,0,1,20500,1
51,4,2,0,1,0,1,20500,1
74,3,0,1,1,1,1,20500,1
64,2,0,0,1,0,0,31000,1
59,2,0,0,2,0,1,43000,1
57,2,0,0,2,0,1,43000,1
51,2,0,0,2,0,1,31000,1
24,1,0,0,1,0,1,20500,1
47,2,0,0,2,0,0,31000,1
41,1,0,0,0,1,0,12000,1
7,1,0,0,1,0,0,20500,2
52,4,2,0,2,0,0,43000,2
38,3,1,0,1,0,1,31000,2
72,4,0,2,1,2,1,43000,2
59,2,0,0,2,0,2,43000,3
47,4,2,0,1,0,0,31000,2
34,1,0,0,1,0,3,31000,2
67,2,0,0,2,0,1,31000,2
21,1,0,0,0,1,0,12000,1
24,1,0,0,0,1,1,12000,1
160,5,0,3,1,3,1,31000,2
67,3,0,1,1,0,2,43000,2
31,2,0,0,0,0,0,20500,2
34,2,0,1,1,0,2,31000,2
75,5,3,0,1,0,1,31000,2
37,4,2,0,1,0,1,20500,2
40,2,0,0,0,0,1,43000,2
66,4,0,2,1,2,1,43000,2
80,4,0,2,1,2,2,43000,2
17,2,0,0,0,0,1,31000,2
54,4,0,2,1,2,2,43000,2
65,5,3,0,1,0,1,31000,2
115,4,0,2,2,2,1,31000,2
39,4,1,1,0,1,1,43000,2
7,2,0,0,0,0,1,43000,2
61,3,1,0,1,0,1,31000,2
44,2,0,0,0,0,1,43000,2
68,4,0,2,2,1,2,43000,2
46,3,0,1,0,1,1,31000,2
18,1,0,0,0,0,1,31000,2
8,2,0,0,0,0,0,31000,2
76,4,2,0,1,0,2,43000,2
37,2,0,0,2,0,1,43000,2
106,4,2,0,1,0,1,20500,2
122,5,0,3,1,3,2,31000,2
58,3,0,1,0,1,1,43000,2
2,1,0,0,0,0,0,12000,2
92,4,0,2,1,2,1,43000,2
66,3,0,1,1,1,1,43000,2
85,4,1,1,2,1,0,43000,2
56,3,0,2,1,2,1,12000,2
45,3,0,1,1,0,2,31000,2
80,6,4,0,1,0,1,31000,2
73,4,2,0,1,0,1,31000,2
54,4,2,0,2,0,1,43000,2
63,4,1,1,2,1,2,31000,2
63,3,0,1,1,1,1,43000,2
53,4,2,0,1,0,1,43000,2
6,1,0,0,1,0,1,12000,2
76,3,0,1,2,0,1,43000,2
138,4,0,2,1,2,1,43000,2
107,4,0,2,2,1,2,43000,2
87,4,1,1,2,1,1,43000,2
18,2,0,0,0,0,1,31000,2
48,4,2,0,1,0,1,43000,2
31,3,0,1,2,1,1,43000,2
23,3,0,1,2,1,1,20500,2
66,4,0,2,2,1,2,43000,2
78,4,0,2,2,1,2,31000,2
67,4,0,2,2,2,1,20500,2
86,6,0,4,2,1,4,43000,2
76,5,2,1,2,1,1,31000,2
51,5,3,0,1,0,1,31000,2
47,4,0,2,2,1,3,43000,2
54,4,2,0,1,0,1,31000,2
8,1,0,0,0,0,0,12000,2
46,5,1,2,1,2,1,31000,2
39,2,0,0,0,0,1,31000,2
44,2,0,0,0,1,1,31000,2
44,2,0,0,0,0,1,31000,2
43,2,0,0,0,0,1,43000,2
11,1,0,0,0,0,0,12000,2
58,4,2,0,1,0,2,20500,2
65,4,0,2,1,2,1,31000,2
19,2,0,0,2,0,1,43000,2
